moisture,nitrogen,phosphorus,potassium,soil_type,crop
27.64,3,21,16,Black,Cotton
36.42,28,21,3,Clayey,Cotton
41.72,38,0,0,Sandy,Wheat
28.81,12,15,1,Sandy,Maize
33.49,9,36,0,Red,Ground Nuts
35.64,13,12,0,Loamy,Cotton
56.38,18,40,4,Sandy,Millets
67.98,15,19,13,Clayey,Cotton
31.33,34,4,0,Sandy,Barley
49.96,13,36,2,Clayey,Tobacco
23.03,8,12,20,Red,Millets
51.72,5,29,6,Black,Sugarcane
31.31,13,37,4,Loamy,Tobacco
37.78,9,13,18,Clayey,Oil seeds
37.86,28,22,0,Sandy,Maize
50.65,25,14,0,Sandy,Wheat
60.29,14,4,0,Sandy,Cotton
44.16,16,15,18,Sandy,Paddy
54.64,14,39,1,Black,Paddy
44.94,36,0,0,Clayey,Wheat
48.3,9,17,14,Black,Tobacco
37.2,8,34,9,Sandy,Tobacco
39.65,15,11,21,Sandy,Pulses
36.73,9,5,0,Loamy,Millets
24.8,11,16,14,Red,Sugarcane
39.97,4,16,18,Loamy,Sugarcane
28.17,7,27,6,Red,Ground Nuts
48.03,18,21,0,Black,Pulses
25.34,38,0,0,Loamy,Millets
36.57,26,26,4,Black,Cotton
25.49,9,37,0,Black,Wheat
44.68,6,14,2,Black,Sugarcane
49.74,22,20,1,Clayey,Pulses
32.88,6,27,10,Loamy,Paddy
42.19,40,1,4,Red,Wheat
20.1,8,27,6,Black,Wheat
36.8,34,0,4,Loamy,Ground Nuts
46.57,14,9,0,Sandy,Wheat
40.7,15,34,0,Loamy,Oil seeds
43.26,37,3,0,Red,Oil seeds
36.3,32,2,0,Clayey,Ground Nuts
28.22,7,9,3,Sandy,Sugarcane
36.45,12,11,0,Loamy,Paddy
52.03,3,32,7,Red,Millets
64.74,13,31,4,Black,Pulses
31.01,12,40,0,Red,Wheat
56.59,14,11,4,Loamy,Oil seeds
56.23,12,26,11,Loamy,Tobacco
35.57,35,0,0,Red,Tobacco
39.33,25,23,0,Sandy,Oil seeds
33.81,15,45,0,Sandy,Sugarcane
38.99,7,19,12,Red,Tobacco
42.41,16,14,0,Clayey,Wheat
65.59,11,9,0,Red,Oil seeds
59.15,8,28,11,Clayey,Paddy
50.1,9,38,3,Sandy,Paddy
26.75,4,24,20,Black,Paddy
38.7,14,31,2,Clayey,Cotton
32.88,7,36,0,Loamy,Paddy
38.3,33,3,4,Black,Pulses
35.41,9,36,2,Sandy,Pulses
50.29,18,19,0,Clayey,Pulses
51.55,24,14,0,Red,Wheat
58.47,18,42,0,Sandy,Tobacco
31.62,35,0,0,Red,Wheat
62.86,13,26,7,Loamy,Paddy
23.79,8,11,1,Loamy,Paddy
60.12,4,29,10,Loamy,Oil seeds
37.84,30,2,1,Black,Ground Nuts
43.77,20,22,3,Black,Ground Nuts
63.84,12,33,10,Clayey,Maize
45.11,15,14,14,Loamy,Cotton
30.17,35,0,0,Sandy,Paddy
39.69,6,5,1,Clayey,Pulses
62.69,11,12,3,Clayey,Paddy
29.03,8,17,19,Loamy,Ground Nuts
36.58,41,2,0,Loamy,Millets
50.94,11,15,9,Clayey,Ground Nuts
54.67,6,5,2,Red,Tobacco
38.09,7,24,4,Red,Oil seeds
24.95,18,22,0,Loamy,Millets
39.93,22,20,0,Sandy,Barley
61.83,20,22,2,Sandy,Sugarcane
37.38,5,27,8,Clayey,Wheat
36.82,14,8,4,Black,Tobacco
48.58,20,23,1,Red,Maize
53.8,11,32,9,Loamy,Barley
47.42,22,25,0,Clayey,Millets
53.75,27,22,4,Loamy,Millets
54.28,15,12,3,Black,Oil seeds
27.77,13,37,3,Clayey,Pulses
42.47,41,0,0,Red,Barley
47.62,44,4,0,Red,Maize
30.93,36,0,2,Red,Maize
58.36,40,1,0,Clayey,Tobacco
46.54,24,25,0,Black,Sugarcane
64.58,20,20,0,Black,Millets
34.2,19,15,13,Red,Ground Nuts
38.58,17,40,0,Sandy,Sugarcane
56.76,8,41,0,Black,Wheat
22.3,16,43,1,Black,Tobacco
58.3,7,14,0,Clayey,Paddy
32.58,12,14,0,Sandy,Barley
41.71,12,12,4,Loamy,Paddy
34.97,3,13,19,Sandy,Sugarcane
37.97,25,26,0,Loamy,Sugarcane
57.57,12,5,1,Red,Tobacco
31.51,22,19,0,Sandy,Oil seeds
69.61,24,15,3,Loamy,Paddy
24.3,8,29,11,Clayey,Pulses
61.02,10,39,0,Black,Wheat
44.56,8,20,12,Sandy,Wheat
43.85,12,27,5,Black,Barley
68.74,6,33,9,Loamy,Tobacco
64.04,33,0,4,Black,Maize
27.24,12,36,0,Black,Cotton
34.58,46,0,3,Black,Oil seeds
38.15,22,22,0,Sandy,Oil seeds
28.01,10,34,0,Red,Oil seeds
48.92,12,24,12,Red,Wheat
30.58,9,22,15,Clayey,Sugarcane
41.39,26,19,3,Clayey,Pulses
53.21,8,34,8,Black,Ground Nuts
46.16,1,15,23,Sandy,Pulses
70,40,0,0,Clayey,Cotton
61.06,18,36,1,Black,Sugarcane
70,18,39,0,Black,Cotton
39.93,11,31,8,Red,Sugarcane
29.46,38,3,0,Loamy,Maize
57.79,9,32,10,Loamy,Tobacco
56.53,35,0,0,Black,Maize
53.03,14,39,0,Loamy,Cotton
42.74,6,30,0,Sandy,Pulses
36.11,10,35,0,Sandy,Barley
42.1,41,0,3,Clayey,Oil seeds
34.74,35,3,0,Red,Maize
24.88,9,16,18,Loamy,Barley
56.78,5,24,6,Red,Ground Nuts
31.84,14,15,10,Sandy,Pulses
29.54,6,29,7,Clayey,Pulses
32.4,7,32,3,Sandy,Wheat
31.48,39,2,0,Red,Pulses
54.24,8,26,7,Sandy,Cotton
50.32,44,0,0,Clayey,Tobacco
43.41,10,11,0,Clayey,Maize
46.59,14,33,11,Red,Wheat
70,31,3,3,Clayey,Millets
37.18,25,23,2,Black,Paddy
43.09,10,14,12,Sandy,Ground Nuts
65.36,5,28,8,Loamy,Maize
61.13,12,5,3,Sandy,Wheat
24.64,17,16,0,Sandy,Cotton
40.12,41,0,0,Sandy,Paddy
52.74,12,12,12,Loamy,Paddy
68.83,42,0,0,Black,Millets
48.13,6,9,2,Loamy,Paddy
48.37,11,31,8,Red,Wheat
31.79,24,27,0,Black,Maize
50.57,10,29,12,Red,Maize
51.07,11,39,1,Red,Pulses
64.58,6,34,2,Clayey,Millets
24.92,7,36,4,Sandy,Ground Nuts
33.04,9,41,3,Red,Pulses
39.25,37,0,0,Black,Tobacco
47.88,25,22,0,Loamy,Barley
33.89,36,0,2,Red,Wheat
55.88,8,13,11,Loamy,Wheat
58.14,8,10,10,Loamy,Sugarcane
59.83,37,0,0,Black,Oil seeds
40.41,17,20,0,Clayey,Barley
34.73,33,1,0,Red,Ground Nuts
54.12,12,14,4,Black,Millets
46.07,45,0,0,Red,Pulses
49.74,25,18,0,Loamy,Paddy
44.57,43,0,2,Loamy,Ground Nuts
26.84,10,30,10,Black,Tobacco
61.97,34,0,0,Clayey,Wheat
28.19,11,38,0,Loamy,Cotton
70,20,19,0,Loamy,Maize
43.85,18,15,1,Loamy,Sugarcane
50.47,19,18,2,Red,Oil seeds
37.23,11,14,0,Loamy,Wheat
41.27,8,27,5,Red,Tobacco
37.41,44,0,0,Red,Barley
41.48,37,0,0,Clayey,Wheat
49.59,1,22,19,Black,Ground Nuts
47.24,25,18,3,Loamy,Oil seeds
61.02,36,0,1,Sandy,Wheat
44.88,36,0,0,Clayey,Ground Nuts
55.55,21,16,0,Clayey,Sugarcane
49.75,9,32,0,Sandy,Paddy
32.24,7,13,0,Black,Paddy
51.58,40,0,0,Loamy,Sugarcane
28.02,1,20,20,Loamy,Cotton
34.71,6,29,3,Sandy,Ground Nuts
34.08,16,38,0,Black,Millets
62.25,26,24,3,Black,Ground Nuts
60.2,5,32,3,Black,Tobacco
30.23,21,18,1,Sandy,Paddy
57.9,14,37,0,Black,Barley
59.85,13,9,2,Sandy,Tobacco
36.61,10,28,11,Red,Millets
43.61,27,17,0,Loamy,Cotton
37.49,22,15,0,Red,Paddy
36.36,16,38,0,Black,Oil seeds
28.44,14,36,0,Clayey,Ground Nuts
63.92,12,10,16,Black,Tobacco
21.51,37,0,0,Black,Millets
27.52,14,12,15,Clayey,Oil seeds
61.45,9,7,2,Sandy,Cotton
39.89,14,17,20,Black,Ground Nuts
48.63,13,18,17,Clayey,Paddy
32.68,16,17,2,Loamy,Pulses
59.42,9,4,1,Black,Tobacco
45.85,5,18,17,Sandy,Tobacco
30.58,0,18,19,Clayey,Paddy
61.25,10,41,0,Red,Sugarcane
39.74,27,19,0,Red,Oil seeds
25.09,4,26,4,Loamy,Wheat
47.86,7,8,0,Black,Paddy
26.22,4,17,17,Sandy,Ground Nuts
57.79,36,0,0,Clayey,Pulses
59.63,18,35,1,Clayey,Cotton
48.03,7,15,9,Loamy,Barley
55.71,6,12,0,Loamy,Tobacco
42.82,9,29,10,Red,Barley
29.3,24,24,0,Sandy,Wheat
48.14,39,0,0,Loamy,Paddy
39.57,40,1,2,Black,Maize
42.36,43,0,0,Sandy,Wheat
26.24,33,0,1,Loamy,Tobacco
42.61,22,22,0,Loamy,Millets
65.94,18,37,0,Loamy,Wheat
33.3,9,10,0,Sandy,Cotton
56.87,8,25,13,Sandy,Ground Nuts
52.15,4,31,12,Red,Wheat
32.12,40,0,3,Clayey,Sugarcane
20.78,37,0,3,Loamy,Paddy
29.81,16,40,4,Loamy,Maize
41.03,41,2,0,Loamy,Tobacco
63.35,34,4,0,Loamy,Millets
47.49,44,4,0,Sandy,Barley
24.55,40,2,1,Black,Oil seeds
56.29,10,18,4,Clayey,Barley
20,11,36,0,Sandy,Tobacco
66.12,10,9,2,Red,Millets
27.11,14,34,3,Black,Millets
59,35,4,0,Sandy,Pulses
62.56,10,13,9,Sandy,Oil seeds
35.47,4,21,19,Black,Tobacco
31.09,33,1,4,Black,Barley
58.92,5,33,12,Sandy,Paddy
46.15,21,15,4,Black,Cotton
39.27,9,15,2,Sandy,Ground Nuts
40.54,38,4,1,Sandy,Paddy
55.92,10,17,0,Red,Cotton
34.96,17,31,0,Black,Tobacco
56.61,14,13,16,Sandy,Tobacco
44.45,36,0,2,Black,Pulses
54.4,40,1,3,Clayey,Ground Nuts
44.23,39,0,4,Clayey,Pulses
34.39,9,14,0,Loamy,Barley
30.23,17,15,1,Red,Barley
55.46,10,41,0,Clayey,Tobacco
33.03,13,37,3,Sandy,Paddy
29.29,6,33,9,Sandy,Cotton
57.51,13,13,16,Red,Pulses
62.58,40,0,0,Clayey,Tobacco
42.72,1,17,23,Sandy,Tobacco
37.37,20,14,0,Sandy,Sugarcane
34.16,18,18,2,Loamy,Maize
70,18,39,2,Red,Maize
41.11,33,1,4,Clayey,Sugarcane
45.99,17,12,0,Red,Barley
36.56,5,29,3,Sandy,Wheat
32.32,22,26,0,Clayey,Millets
24.3,17,16,0,Red,Sugarcane
35.5,22,17,0,Loamy,Millets
58.65,13,34,7,Sandy,Barley
30.62,23,22,0,Red,Oil seeds
32.35,34,1,0,Black,Sugarcane
42.38,5,18,15,Red,Cotton
28.16,28,20,0,Loamy,Paddy
56.67,34,4,0,Black,Tobacco
33.57,31,0,0,Red,Cotton
67.67,5,14,0,Black,Ground Nuts
26.53,7,15,17,Red,Tobacco
70,13,42,0,Sandy,Sugarcane
27.55,8,12,19,Loamy,Cotton
29.07,11,30,8,Black,Millets
42.62,19,38,0,Red,Cotton
35.95,32,0,4,Loamy,Wheat
31.99,38,3,2,Loamy,Sugarcane
40.62,17,43,0,Clayey,Wheat
32.61,17,14,0,Loamy,Barley
40.03,33,2,4,Sandy,Pulses
40.65,10,27,3,Clayey,Millets
26.14,18,17,0,Red,Wheat
29.37,25,18,0,Clayey,Millets
55.09,15,40,0,Red,Maize
36.54,12,35,0,Black,Paddy
59.96,17,37,0,Loamy,Paddy
62.03,8,10,0,Red,Pulses
54.14,12,12,14,Sandy,Cotton
66.35,26,20,3,Black,Pulses
44.91,15,12,2,Sandy,Sugarcane
35.99,12,39,3,Loamy,Pulses
40.24,6,19,15,Black,Cotton
27.19,35,0,0,Black,Cotton
57.51,12,13,3,Loamy,Sugarcane
32.02,25,14,1,Sandy,Millets
36.79,12,10,4,Clayey,Sugarcane
70,4,27,11,Red,Wheat
53.43,12,43,0,Loamy,Oil seeds
49.55,7,16,18,Loamy,Cotton
35.42,7,5,0,Loamy,Barley
51.76,10,11,4,Red,Maize
56.57,12,30,9,Clayey,Ground Nuts
48.69,19,23,1,Loamy,Maize
49.4,14,32,6,Red,Oil seeds
54.68,42,0,3,Sandy,Paddy
43.98,42,0,3,Sandy,Barley
33,12,38,0,Clayey,Tobacco
66.44,2,34,13,Red,Barley
51.82,27,20,0,Black,Tobacco
60.22,7,11,0,Sandy,Millets
40.47,12,10,2,Sandy,Sugarcane
50.35,7,31,6,Black,Cotton
59.16,37,0,0,Red,Oil seeds
40.46,2,17,17,Red,Barley
29.6,16,12,3,Clayey,Ground Nuts
45.6,10,36,9,Sandy,Ground Nuts
70,2,27,8,Black,Maize
51.83,12,25,12,Black,Barley
42.05,11,20,16,Sandy,Oil seeds
36.41,4,18,22,Clayey,Ground Nuts
51.65,30,2,3,Sandy,Oil seeds
56.5,7,15,2,Black,Paddy
62.69,17,36,2,Sandy,Tobacco
29.14,14,40,0,Loamy,Maize
56.81,14,9,8,Sandy,Oil seeds
47.36,10,32,4,Red,Pulses
34.46,45,0,3,Red,Pulses
46.1,39,0,0,Black,Wheat
41.55,6,28,5,Sandy,Ground Nuts
30.67,41,2,0,Red,Ground Nuts
49.24,8,10,17,Clayey,Sugarcane
25.41,18,23,0,Sandy,Maize
56.8,10,9,13,Black,Tobacco
39.16,17,14,13,Red,Sugarcane
47.95,39,0,1,Clayey,Pulses
59.66,9,14,0,Black,Paddy
36.23,32,0,0,Loamy,Maize
60.28,15,11,0,Loamy,Wheat
65.45,37,0,3,Sandy,Ground Nuts
24.43,13,35,0,Loamy,Millets
46.39,36,0,0,Sandy,Maize
57.33,13,43,3,Black,Maize
36.36,37,0,0,Clayey,Millets
50.04,14,7,17,Sandy,Paddy
29.17,22,19,0,Sandy,Pulses
44.8,14,11,2,Black,Sugarcane
70,11,38,4,Black,Sugarcane
26.02,13,38,0,Red,Pulses
37.29,21,23,0,Loamy,Oil seeds
36.98,40,3,0,Loamy,Barley
57.94,42,0,0,Clayey,Maize
60.11,31,3,0,Black,Tobacco
42.23,5,19,8,Clayey,Ground Nuts
27.11,12,38,3,Red,Pulses
31.36,42,0,0,Loamy,Oil seeds
44.53,38,0,0,Red,Sugarcane
58.73,14,32,0,Loamy,Pulses
40.95,13,36,2,Black,Maize
54.95,12,8,4,Loamy,Tobacco
29.27,35,0,4,Sandy,Cotton
24.79,38,0,2,Red,Paddy
58.14,14,10,9,Red,Maize
41.79,20,23,0,Black,Millets
65.58,7,4,1,Black,Tobacco
28.33,33,0,0,Black,Tobacco
58.79,13,9,0,Red,Oil seeds
41.32,41,0,4,Clayey,Paddy
33.78,9,44,0,Black,Millets
55.39,9,37,0,Clayey,Barley
38.06,8,7,1,Loamy,Oil seeds
54.37,1,27,8,Sandy,Barley
45.36,14,17,1,Black,Barley
47.9,26,18,0,Black,Ground Nuts
35.69,20,18,0,Sandy,Wheat
34.75,15,15,3,Clayey,Millets
35.82,1,25,23,Black,Pulses
49.67,12,22,12,Red,Maize
66.69,32,4,2,Loamy,Pulses
63.44,37,2,1,Loamy,Pulses
59.13,25,18,4,Clayey,Pulses
70,10,32,1,Clayey,Ground Nuts
32.55,9,27,9,Black,Wheat
28.59,13,31,10,Clayey,Cotton
23.81,12,8,18,Black,Ground Nuts
21.33,4,27,9,Black,Ground Nuts
35.49,35,1,3,Black,Maize
59.12,5,33,12,Clayey,Tobacco
43.04,12,20,9,Clayey,Millets
22.75,9,8,0,Clayey,Cotton
24.84,12,33,0,Black,Oil seeds
34.35,35,0,0,Black,Sugarcane
39.02,18,23,0,Sandy,Ground Nuts
40.56,14,32,2,Red,Barley
45.71,11,12,0,Red,Barley
49.89,26,24,0,Loamy,Oil seeds
40.64,9,11,19,Clayey,Oil seeds
32.53,44,4,4,Loamy,Maize
38.96,24,24,0,Clayey,Maize
30.52,9,37,0,Loamy,Ground Nuts
21,12,42,0,Black,Barley
23.07,33,4,1,Black,Pulses
41.35,7,46,0,Sandy,Maize
50,9,22,19,Clayey,Oil seeds
69.03,33,0,1,Clayey,Cotton
24.88,10,8,11,Loamy,Tobacco
37.68,10,32,9,Sandy,Pulses
53.76,12,32,0,Black,Tobacco
42.98,7,32,4,Sandy,Cotton
37.23,39,0,2,Clayey,Tobacco
46.27,20,21,1,Loamy,Wheat
34.47,19,16,0,Clayey,Wheat
47.7,5,18,16,Sandy,Ground Nuts
32.47,33,0,0,Clayey,Pulses
55.18,12,30,10,Black,Paddy
43.9,8,13,11,Red,Paddy
40.28,9,39,0,Loamy,Barley
41.2,8,17,16,Red,Pulses
40.47,23,18,0,Black,Wheat
40.43,39,4,4,Clayey,Tobacco
63.79,35,2,2,Loamy,Tobacco
44.2,7,21,12,Loamy,Tobacco
45.99,10,16,19,Loamy,Cotton
43.27,8,10,10,Clayey,Sugarcane
32.18,10,37,3,Red,Ground Nuts
43.21,16,27,0,Sandy,Tobacco
26.89,11,21,12,Sandy,Ground Nuts
30.51,4,32,5,Clayey,Ground Nuts
35.96,9,39,4,Black,Paddy
59.93,36,0,0,Clayey,Wheat
20,8,28,6,Red,Maize
57.02,30,0,0,Black,Tobacco
27.78,10,40,0,Sandy,Paddy
40.69,18,20,0,Black,Wheat
37.75,18,19,1,Loamy,Tobacco
44.27,37,3,4,Red,Sugarcane
48.54,24,24,0,Black,Maize
63.73,11,6,3,Clayey,Maize
58.11,36,3,4,Clayey,Oil seeds
20,14,35,0,Clayey,Maize
47.46,19,26,4,Clayey,Oil seeds
28.61,37,4,0,Clayey,Cotton
45.74,14,13,11,Red,Oil seeds
65.44,10,12,12,Loamy,Ground Nuts
42.94,11,39,2,Sandy,Pulses
41.12,0,19,17,Clayey,Maize
46.04,22,20,4,Red,Paddy
38.34,9,18,3,Red,Ground Nuts
51.94,39,0,3,Clayey,Millets
38.06,28,21,1,Black,Paddy
47.15,12,19,14,Sandy,Barley
57.72,9,14,4,Red,Cotton
53.96,3,25,12,Black,Pulses
49.08,34,1,0,Red,Pulses
70,18,38,3,Black,Wheat
61.08,6,29,6,Black,Cotton
20,7,33,7,Red,Tobacco
22.81,12,37,0,Red,Sugarcane
22.64,40,0,0,Clayey,Tobacco
39.85,24,21,0,Sandy,Barley
44.55,20,19,0,Red,Barley
31.05,16,9,3,Loamy,Tobacco
37.34,38,0,0,Sandy,Maize
32.05,21,18,1,Black,Maize
48.51,28,24,0,Red,Millets
30.78,35,0,0,Loamy,Cotton
35.38,7,13,17,Red,Maize
40.95,11,35,1,Red,Maize
46.65,7,18,15,Red,Tobacco
31.39,44,0,2,Loamy,Maize
35.19,16,8,0,Red,Pulses
30.31,18,32,0,Clayey,Maize
27.81,8,41,0,Clayey,Millets
43.35,25,32,0,Red,Pulses
46.49,33,0,2,Red,Maize
57.16,7,27,11,Clayey,Pulses
49.55,0,14,22,Loamy,Oil seeds
52.25,14,9,13,Red,Pulses
37.81,39,0,0,Loamy,Paddy
55.69,9,15,16,Red,Oil seeds
28.54,6,17,19,Black,Tobacco
50.28,9,8,2,Clayey,Barley
44.71,8,13,0,Sandy,Oil seeds
60.83,8,16,13,Sandy,Maize
26.5,38,3,2,Red,Wheat
58.64,7,5,0,Black,Cotton
39.94,14,16,1,Red,Cotton
32.94,6,37,0,Loamy,Paddy
57.12,16,11,3,Red,Oil seeds
52.23,42,0,0,Clayey,Barley
54.6,12,17,0,Black,Oil seeds
26.54,32,3,0,Clayey,Maize
28.12,13,40,0,Red,Wheat
54.75,8,17,15,Clayey,Ground Nuts
49.83,13,38,4,Black,Barley
53.26,39,4,0,Sandy,Sugarcane
42.15,26,23,4,Clayey,Millets
30.89,17,18,1,Red,Sugarcane
45.56,23,19,0,Red,Tobacco
50.56,5,23,8,Sandy,Oil seeds
50.57,12,17,14,Loamy,Barley
32.87,27,20,3,Clayey,Cotton
61.46,13,37,0,Loamy,Cotton
48.58,38,0,0,Black,Cotton
42.08,4,26,4,Sandy,Sugarcane
32.39,5,34,9,Black,Sugarcane
38.28,37,4,0,Sandy,Maize
41.76,16,6,0,Black,Sugarcane
24.64,17,21,3,Red,Tobacco
64.21,5,29,4,Loamy,Barley
26.64,12,10,16,Sandy,Pulses
37.84,10,16,10,Red,Paddy
41.73,8,31,2,Black,Oil seeds
25.24,7,32,1,Black,Millets
45.35,12,18,17,Loamy,Barley
64.69,10,16,11,Black,Barley
33.21,12,30,9,Clayey,Barley
33.45,43,3,2,Sandy,Millets
36.02,5,27,2,Clayey,Barley
37.34,42,2,0,Sandy,Sugarcane
30.26,14,40,0,Black,Ground Nuts
60.43,15,18,8,Loamy,Paddy
50.02,19,17,4,Black,Ground Nuts
27.8,19,20,0,Red,Tobacco
28.01,13,42,2,Black,Ground Nuts
32.86,44,1,4,Red,Barley
43.14,24,16,2,Loamy,Sugarcane
45.38,24,14,0,Loamy,Wheat
40.83,4,17,13,Clayey,Barley
45.58,21,22,0,Loamy,Barley
55.82,14,20,16,Clayey,Maize
43.39,15,39,0,Red,Maize
51.93,9,8,13,Loamy,Paddy
59.86,36,0,0,Black,Oil seeds
48.77,20,23,0,Sandy,Tobacco
33.66,7,9,9,Sandy,Pulses
41.03,42,1,1,Red,Oil seeds
60.83,13,18,3,Clayey,Maize
27.86,41,0,1,Red,Paddy
56.95,15,33,0,Black,Paddy
25.51,37,0,0,Loamy,Paddy
50.69,27,18,4,Clayey,Tobacco
52.65,11,17,8,Sandy,Ground Nuts
65.66,16,35,0,Clayey,Maize
36.37,11,34,3,Loamy,Tobacco
26.75,15,15,15,Black,Ground Nuts
52.07,16,38,0,Red,Maize
53.95,34,3,0,Clayey,Oil seeds
64.16,39,0,3,Loamy,Paddy
54.75,33,3,0,Sandy,Maize
50.42,18,16,3,Clayey,Millets
46.46,34,0,1,Clayey,Oil seeds
41.72,10,4,1,Black,Paddy
35.72,7,35,9,Loamy,Cotton
40.03,18,19,0,Clayey,Oil seeds
53.4,39,0,0,Red,Tobacco
54.91,21,19,3,Sandy,Paddy
45.94,19,15,0,Sandy,Millets
47.7,10,32,10,Black,Millets
20.57,41,4,0,Clayey,Barley
51.13,4,20,23,Sandy,Wheat
64.36,8,12,16,Red,Barley
54.45,16,9,9,Clayey,Maize
64.6,39,0,0,Clayey,Oil seeds
30.27,14,7,14,Clayey,Pulses
52.83,8,11,3,Loamy,Cotton
42.88,14,35,3,Sandy,Ground Nuts
51.83,8,4,1,Sandy,Oil seeds
27.31,34,1,0,Red,Pulses
62.12,6,10,0,Loamy,Paddy
21.5,0,17,16,Loamy,Ground Nuts
60.38,6,18,0,Sandy,Paddy
64.61,11,8,4,Clayey,Oil seeds
49.45,41,0,0,Black,Paddy
50.63,11,36,0,Sandy,Cotton
28.44,20,18,0,Sandy,Ground Nuts
69.1,40,0,1,Red,Millets
42.04,14,44,4,Sandy,Pulses
61.65,8,34,0,Red,Maize
57.24,18,21,0,Red,Wheat
31.73,11,12,8,Red,Maize
70,9,32,5,Sandy,Wheat
35.24,6,22,16,Sandy,Barley
70,32,3,0,Clayey,Barley
38.33,17,22,0,Clayey,Maize
51.97,9,9,0,Loamy,Barley
36.97,8,20,14,Sandy,Barley
51.14,14,37,0,Clayey,Tobacco
37.66,5,11,0,Clayey,Paddy
20.58,9,34,2,Sandy,Paddy
24.18,10,17,18,Clayey,Barley
41.8,6,15,3,Loamy,Ground Nuts
42.72,15,33,0,Clayey,Paddy
63.08,9,35,0,Sandy,Sugarcane
31.87,40,0,1,Sandy,Sugarcane
59.19,10,34,0,Sandy,Paddy
49.93,5,19,22,Black,Paddy
35.05,12,36,0,Black,Wheat
29.37,39,0,1,Clayey,Ground Nuts
25.27,9,44,0,Clayey,Pulses
52.79,16,10,11,Sandy,Tobacco
51.15,11,34,1,Red,Cotton
36.23,9,9,4,Red,Sugarcane
20,5,26,12,Black,Paddy
49.42,6,22,18,Black,Barley
57.22,7,9,0,Clayey,Maize
29.94,11,27,11,Loamy,Barley
64,8,12,2,Red,Paddy
28.22,17,33,1,Red,Millets
60.43,40,4,2,Loamy,Maize
59.95,18,38,0,Sandy,Oil seeds
28.52,11,16,21,Loamy,Tobacco
41.1,10,40,4,Red,Sugarcane
25.65,14,36,4,Loamy,Tobacco
56.54,12,11,0,Loamy,Barley
67.38,40,4,0,Red,Maize
32.38,8,14,0,Loamy,Cotton
54.24,13,35,0,Sandy,Sugarcane
70,12,8,3,Black,Barley
47.83,39,0,1,Black,Tobacco
31.72,16,14,0,Sandy,Wheat
33.14,15,45,3,Red,Maize
59.62,12,4,0,Sandy,Cotton
40.49,7,31,4,Sandy,Tobacco
28.77,37,0,0,Black,Ground Nuts
48.45,10,19,11,Clayey,Paddy
34.46,15,42,1,Loamy,Pulses
55.1,5,17,0,Red,Barley
49.1,14,11,3,Red,Cotton
56.66,12,14,0,Red,Ground Nuts
64.43,31,0,3,Sandy,Oil seeds
31.33,34,0,0,Clayey,Millets
39.49,36,3,0,Loamy,Pulses
34.02,15,40,0,Black,Pulses
46.68,15,12,3,Clayey,Paddy
70,41,0,3,Loamy,Sugarcane
55.05,13,11,0,Clayey,Barley
55.67,21,17,4,Clayey,Cotton
34.95,11,34,13,Red,Wheat
32.5,17,13,19,Loamy,Cotton
62.51,7,29,7,Sandy,Millets
51.54,13,34,3,Clayey,Wheat
35.39,17,10,3,Sandy,Wheat
29.87,33,0,0,Loamy,Maize
34.53,1,15,22,Sandy,Sugarcane
38.35,32,0,0,Sandy,Tobacco
30.74,12,38,0,Red,Cotton
33.94,6,10,1,Clayey,Ground Nuts
39.49,41,0,3,Clayey,Ground Nuts
26.72,3,27,9,Red,Ground Nuts
43.82,5,16,0,Red,Pulses
44.15,33,0,4,Sandy,Maize
55.56,9,15,15,Black,Cotton
53.33,8,18,8,Red,Maize
52.25,14,28,11,Red,Paddy
27.55,18,36,0,Sandy,Cotton
47.94,22,21,0,Sandy,Millets
29.76,9,10,4,Black,Cotton
20,5,26,5,Red,Barley
67.55,26,22,4,Red,Oil seeds
46.54,9,10,0,Sandy,Ground Nuts
28.54,12,12,0,Sandy,Sugarcane
31.15,0,21,15,Loamy,Ground Nuts
31.39,17,22,0,Red,Paddy
64.83,5,9,0,Clayey,Sugarcane
29.06,43,0,3,Black,Pulses
28.23,10,28,2,Red,Cotton
33.36,16,39,0,Black,Oil seeds
65.64,9,32,9,Loamy,Maize
49.37,4,19,6,Black,Sugarcane
42.72,23,22,1,Sandy,Wheat
61.72,17,35,0,Sandy,Ground Nuts
28.62,9,41,4,Loamy,Millets
41.39,6,9,2,Sandy,Tobacco
50.62,2,13,17,Red,Sugarcane
41.39,14,11,0,Loamy,Barley
55.18,32,1,0,Sandy,Barley
28.71,17,10,0,Loamy,Paddy
29.33,18,20,0,Red,Paddy
36.71,9,33,4,Clayey,Cotton
70,9,10,16,Clayey,Pulses
38.95,9,36,4,Black,Paddy
24.85,18,11,10,Black,Millets
54.37,10,8,18,Clayey,Sugarcane
33.02,1,16,15,Sandy,Paddy
25.75,12,37,4,Clayey,Paddy
26.45,27,22,4,Sandy,Paddy
67.98,16,38,0,Clayey,Paddy
37.5,8,31,9,Loamy,Ground Nuts
64.79,36,3,1,Clayey,Tobacco
61.91,9,34,10,Clayey,Paddy
50.54,13,25,10,Clayey,Barley
53.39,4,27,11,Red,Oil seeds
67.51,11,14,16,Black,Paddy
25.32,12,6,2,Red,Millets
45.88,18,16,3,Sandy,Oil seeds
30.52,40,0,0,Black,Wheat
27.3,8,43,0,Black,Cotton
